MVID,MVNAME,OBO,OPG_DATE,TOTAL_0_UNAIDED AWARENESS,MU25_0_UNAIDED AWARENESS,MO25_0_UNAIDED AWARENESS,FU25_0_UNAIDED AWARENESS,FO25_0_UNAIDED AWARENESS,CAUC_0_UNAIDED AWARENESS,AF-AM_0_UNAIDED AWARENESS,LATINO_0_UNAIDED AWARENESS,ASN_OTHER_0_UNAIDED AWARENESS,TOTAL_0_TOTAL AWARENESS,MU25_0_TOTAL AWARENESS,MO25_0_TOTAL AWARENESS,FU25_0_TOTAL AWARENESS,FO25_0_TOTAL AWARENESS,CAUC_0_TOTAL AWARENESS,AF-AM_0_TOTAL AWARENESS,LATINO_0_TOTAL AWARENESS,ASN_OTHER_0_TOTAL AWARENESS,TOTAL_0_DEFINITE INTERST,MU25_0_DEFINITE INTERST,MO25_0_DEFINITE INTERST,FU25_0_DEFINITE INTERST,FO25_0_DEFINITE INTERST,CAUC_0_DEFINITE INTERST,AF-AM_0_DEFINITE INTERST,LATINO_0_DEFINITE INTERST,ASN_OTHER_0_DEFINITE INTERST,TOTAL_0_FIRST CHOICE,MU25_0_FIRST CHOICE,MO25_0_FIRST CHOICE,FU25_0_FIRST CHOICE,FO25_0_FIRST CHOICE,CAUC_0_FIRST CHOICE,AF-AM_0_FIRST CHOICE,ASN_OTHER_0_FIRST CHOICE,LATINO_0_FIRST CHOICE,TOTAL_0_FC_OP_REL,MU25_0_FC_OP_REL,MO25_0_FC_OP_REL,FU25_0_FC_OP_REL,FO25_0_FC_OP_REL,CAUC_0_FC_OP_REL,AF-AM_0_FC_OP_REL,LATINO_0_FC_OP_REL,ASN_OTHER_0_FC_OP_REL,TOTAL_0_UNAID INTENT,MU25_0_UNAID INTENT,MO25_0_UNAID INTENT,FU25_0_UNAID INTENT,FO25_0_UNAID INTENT,CAUC_0_UNAID INTENT,AF-AM_0_UNAID INTENT,LATINO_0_UNAID INTENT,ASN_OTHER_0_UNAID INTENT,CRITICSCORE,SCRNS,RATING_G,RATING_PG,RATING_PG-13,RATING_R,GENRE_ACTION ADVENTURE,GENRE_ACTION COMEDY,GENRE_ACTION DRAMA,GENRE_FAMILY,GENRE_HORROR,GENRE_HUMN INTST CMDY,GENRE_HUMN INTST DRMA,GENRE_ROMANTIC COMEDY,GENRE_ROMANTIC DRAMA,GENRE_SUSPNS/THRILLER,GENRE_ZANY COMEDY,GENRE_2_HIGH,GENRE_2_LOW,CAST_ANI CAST,CAST_KNOWN CAST,CAST_STAR CAST,CAST_UNKNOWN CAST,SEQUEL_NON-SEQUEL,SEQUEL_SEQUEL,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,MONTH_10,MONTH_11,MONTH_12,STUDIO_GROUP_BIG,STUDIO_GROUP_SMALL,HowMany_LastWeek,HowMany_ThisWeek,HowMany_NextWeek,LastWeek_Big,LastWeek_Small
62262,"Purge: Election Year, The",36139295,7/1/2016,20,21,18,22,18,17,26,23,15,79,81,78,83,74,76,87,84,69,39,41,37,44,36,35,53,45,29,8,8,8,10,8,6,14,4,12,10,9,11,12,9,8,17,15,6,2,2,1,4,3,2,4,4,1,53,2796,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,2,0,1
62269,Kubo and the Two Strings,12608372,8/19/2016,15,15,15,16,15,15,15,16,17,60,61,60,56,62,60,60,58,61,36,39,34,38,33,33,38,43,38,4,3,2,4,5,3,3,4,9,7,7,6,8,10,6,10,13,11,3,3,3,2,3,2,3,5,2,96,3260,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,0,1
62337,Pete's Dragon (2016),21514095,8/12/2016,26,25,23,29,28,27,23,28,23,83,82,81,81,88,86,75,84,76,36,34,31,38,42,37,32,41,25,6,5,4,7,8,7,4,2,8,10,9,8,10,14,10,8,14,2,4,3,1,6,6,4,1,5,4,87,3702,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,3,1,1
62341,Ghost in the Shell (2017),18676033,3/31/2017,17,17,18,18,16,17,17,16,30,69,69,77,66,65,67,70,71,84,44,47,50,42,35,39,49,48,60,8,6,13,10,5,7,11,12,9,11,9,17,11,5,9,16,10,13,4,4,7,3,3,4,4,5,7,46,3440,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,3,0,1
62343,Snowden,8000058,9/16/2016,12,14,13,9,13,12,12,13,16,74,74,82,63,76,75,74,70,76,37,40,40,32,31,35,33,40,46,6,7,7,5,4,6,4,5,4,11,13,13,11,9,12,7,11,14,3,3,4,1,1,3,1,3,3,62,2443,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,2,0,2
62373,Coco (2017),50802605,11/22/2017,29,26,22,34,35,27,29,35,26,80,76,78,87,81,79,75,90,76,40,36,33,49,44,36,41,52,32,10,10,7,14,10,9,5,11,15,12,11,10,17,12,11,10,18,13,7,6,5,10,10,7,6,11,8,97,3987,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,1
62376,Ralph Breaks the Internet,56237634,11/21/2018,31,32,25,37,34,32,23,36,26,85,89,82,89,86,86,81,85,88,47,48,43,55,46,44,54,55,43,13,18,11,16,13,12,10,14,18,15,21,12,17,13,13,11,19,26,11,12,9,12,11,10,6,15,14,87,4017,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,1,1,0
62445,Southpaw,16701294,7/24/2015,13,16,16,10,11,13,16,14,15,67,69,77,55,68,64,77,70,66,30,34,31,23,29,25,39,37,26,6,7,7,4,6,5,9,6,8,6,7,9,5,6,6,10,8,5,3,3,4,1,3,3,4,3,1,58,2772,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,2,1,0
62451,"Meg, The",45402195,8/10/2018,22,21,21,24,22,22,26,20,12,63,67,68,61,57,64,66,59,62,45,50,43,43,47,46,49,45,35,10,13,8,8,11,11,8,9,10,12,16,10,12,13,13,11,12,12,7,7,7,8,6,7,8,7,0,48,4118,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,3,0,1
62472,Sicario,12148041,10/2/2015,11,11,13,8,11,10,11,14,11,49,48,62,36,50,46,48,58,49,35,35,40,31,32,32,37,44,30,4,4,8,3,4,3,6,5,8,5,3,11,3,4,4,7,8,4,1,1,2,0,2,1,2,3,0,93,2620,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,2,0,1
62521,Rings,13002632,2/3/2017,20,20,20,22,18,19,23,21,21,69,70,72,66,68,66,69,78,66,33,35,33,34,29,29,45,35,31,3,2,2,6,2,2,5,4,4,6,4,6,8,5,5,6,8,8,2,3,1,3,2,2,3,2,5,5,2931,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,0,1
62529,Concussion (2015),10513749,12/25/2015,11,10,13,10,12,10,21,10,7,69,71,77,56,71,67,89,61,62,37,37,38,33,38,32,50,36,35,4,5,3,4,3,3,11,3,3,5,5,5,6,5,4,15,5,2,2,1,3,1,2,1,5,1,0,62,2841,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,1,1,0
62530,Ghostbusters (2016),46018755,7/15/2016,34,29,36,32,37,33,36,32,35,93,91,92,93,94,93,94,91,86,47,47,43,46,52,44,58,47,44,9,9,11,9,8,9,9,15,9,14,12,17,12,14,13,19,14,13,10,9,10,10,11,10,11,10,11,73,3963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,3,1,0
62539,Dope,6100010,6/19/2015,13,13,13,14,10,12,18,11,11,50,54,53,50,43,44,71,53,51,31,36,27,37,24,22,53,37,17,4,6,3,5,2,2,10,6,6,6,10,4,7,4,3,15,9,6,3,4,2,4,2,2,8,3,3,89,2002,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,1,0
62579,Steve Jobs,7105735,10/23/2015,15,14,14,14,16,15,15,13,20,86,86,94,78,87,87,85,83,89,32,34,35,23,36,29,40,38,39,9,7,10,5,12,8,12,21,6,9,8,12,6,12,8,15,6,25,3,4,3,2,3,3,5,1,5,85,2493,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,5,2,0,1
62589,Creed,29632823,11/25/2015,21,23,22,18,20,18,35,21,15,74,76,83,63,73,71,85,74,76,43,50,46,36,39,37,65,49,21,9,13,12,4,7,6,26,6,6,11,16,14,5,9,8,30,8,5,7,9,7,4,7,4,19,7,2,93,3404,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,1,2
62718,Ratchet & Clank,4869278,4/29/2016,11,12,11,11,9,11,11,10,11,53,60,58,46,49,55,51,52,48,37,41,33,38,34,34,44,41,42,3,4,2,4,3,4,3,1,4,10,15,5,10,11,10,11,10,5,2,2,2,1,2,2,3,1,0,16,2891,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0
62759,Pride and Prejudice and Zombies,5324240,2/5/2016,17,13,16,20,18,17,16,15,20,73,70,69,79,78,75,70,71,73,34,35,33,37,31,34,40,34,22,6,5,4,8,6,6,5,4,5,11,8,10,14,12,13,9,6,10,3,2,3,3,3,3,3,3,3,46,2931,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,1
62802,Incredibles 2,182687905,6/15/2018,54,57,47,68,52,55,49,52,56,97,99,94,99,98,96,100,97,97,63,72,58,75,57,59,65,72,63,24,29,18,37,22,22,28,27,27,35,42,28,47,34,33,34,44,31,24,28,19,34,21,22,24,25,29,94,4410,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,1,0,1
62812,"Boy, The (2016)",10778392,1/22/2016,17,14,14,23,17,15,20,18,21,57,57,52,60,59,52,66,61,65,34,34,28,41,32,33,39,37,23,5,3,3,9,5,4,6,4,8,7,6,4,10,6,5,9,10,6,3,2,1,6,3,3,4,4,3,19,2671,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,1
62813,Free State of Jones,7572206,6/24/2016,5,5,8,5,5,6,8,4,4,51,53,63,33,53,52,53,46,44,32,31,36,25,35,32,39,30,25,4,4,6,1,4,4,3,0,4,4,3,8,1,4,5,2,3,0,1,1,3,0,1,1,2,0,0,43,2815,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,3,1,0
62814,Secret in Their Eyes,6652996,11/20/2015,11,10,12,11,12,11,12,10,10,53,43,54,51,64,53,55,52,48,36,32,32,34,44,33,42,39,40,4,1,3,4,6,2,9,2,7,5,2,6,6,6,4,10,7,2,0,0,0,0,1,0,1,0,0,40,2392,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,2,0,3
62815,"Gift, The (2015)",11854273,8/7/2015,12,12,10,13,13,12,13,13,11,58,50,58,57,65,58,60,57,55,31,29,28,31,36,29,39,35,25,3,3,3,3,5,2,5,1,3,4,4,3,4,6,4,4,5,0,1,0,1,1,1,1,1,1,0,93,2503,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,2,1,0
62870,Bleed for This,2366810,11/18/2016,5,5,5,3,4,4,4,5,7,38,45,44,31,31,35,42,43,38,32,36,32,28,29,30,37,31,43,1,2,2,0,0,1,1,0,2,3,5,4,1,2,3,1,3,6,0,0,0,0,0,0,0,0,0,65,1549,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,3,0,1
62873,Florence Foster Jenkins,6601313,8/12/2016,2,1,2,2,4,2,2,2,1,39,32,46,33,48,41,35,39,36,24,19,24,23,29,25,20,26,18,2,0,2,2,3,3,0,0,0,2,1,2,2,2,2,1,1,0,0,0,0,0,1,0,1,0,0,86,1528,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,3,1,1
62929,"Founder, The",3404102,1/19/2017,4,3,4,3,4,4,2,4,5,43,44,54,34,41,44,44,45,35,33,32,37,28,32,33,29,35,26,3,1,3,3,4,4,0,1,1,3,3,3,2,3,3,1,2,1,0,0,0,0,0,0,0,0,0,82,1115,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,0,2
62930,"Walk in the Woods, A",10908832,9/2/2015,13,13,10,11,16,13,12,12,11,59,53,64,56,64,62,53,57,48,29,26,27,28,34,30,30,25,24,5,6,3,3,7,6,2,8,5,7,7,6,4,9,8,0,7,7,2,2,2,1,3,2,0,2,2,46,1960,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,2
62957,Shut In,3613567,11/11/2016,10,8,8,12,11,9,12,10,8,53,52,47,55,55,50,60,56,53,35,35,34,37,33,32,46,33,38,4,4,4,5,7,4,7,4,5,6,6,6,6,8,6,9,5,4,0,1,0,1,1,0,1,1,0,0,2058,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,3,1,0
63016,Star Wars: The Last Jedi,220009584,12/15/2017,58,54,64,50,58,62,40,54,73,96,95,98,94,96,97,95,95,96,63,67,76,50,52,65,47,67,62,41,43,57,23,29,45,25,45,37,52,57,69,35,38,56,36,50,50,35,33,46,28,28,38,17,33,51,92,4232,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,5,0,1
63027,Beauty and the Beast (2017),174750616,3/17/2017,45,31,37,57,55,48,34,46,36,98,93,94,100,100,99,96,95,95,62,42,47,83,74,64,49,67,61,24,11,11,43,32,26,11,31,26,37,21,21,56,47,40,22,34,46,19,8,9,31,27,22,9,22,10,70,4210,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,0
63066,Central Intelligence,35535250,6/17/2016,19,18,21,19,18,17,25,20,24,74,76,82,64,74,71,87,69,83,46,54,43,44,42,42,59,45,46,7,10,8,5,7,5,15,13,7,15,17,20,9,14,11,25,15,23,3,4,4,2,3,2,6,4,4,65,3508,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,3,0,0
63081,Same Kind of Different as Me,2591985,10/20/2017,2,2,3,2,3,3,1,1,4,36,34,37,26,40,37,38,29,32,29,27,26,35,30,27,40,33,14,1,2,1,1,1,1,2,0,0,2,3,1,1,3,2,2,2,1,1,0,1,0,0,1,0,0,0,29,1362,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5,3,0,0
63160,God's Not Dead 2,7623662,4/1/2016,7,5,5,8,8,6,7,6,8,53,56,51,51,55,54,54,55,39,37,39,31,41,38,37,33,40,35,3,3,3,2,3,3,3,2,3,4,4,5,3,5,4,4,4,4,1,0,0,1,1,1,0,0,1,12,2419,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0
63161,Woodlawn,4002226,10/16/2015,2,2,1,3,2,3,2,2,1,26,27,31,22,24,25,30,26,31,29,27,29,27,33,28,33,30,24,1,1,3,1,1,1,3,0,1,2,2,2,1,2,2,2,2,4,0,0,0,0,0,0,0,0,0,91,1553,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,5,0,1
63165,"Magnificent Seven, The (2016)",34703397,9/23/2016,24,24,27,20,24,24,23,23,21,84,86,89,74,86,84,86,84,82,54,56,61,43,51,52,57,56,46,15,19,22,7,14,15,20,0,17,23,25,34,13,21,23,27,23,15,5,6,9,1,6,6,8,3,4,62,3674,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,4,0,3
63230,When the Bough Breaks,14202323,9/9/2016,12,10,10,14,13,10,25,10,6,57,57,53,55,61,52,86,48,54,39,37,33,40,46,35,56,37,21,7,4,4,9,9,5,22,0,4,11,6,8,13,14,7,31,8,0,3,1,1,3,4,1,12,1,0,6,2246,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,3,0,2
63237,Risen (2016),11801271,2/19/2016,10,10,10,10,11,10,9,12,8,52,49,57,45,56,51,55,55,51,33,31,37,31,34,32,36,36,29,5,4,5,1,9,4,6,4,5,6,4,7,2,11,6,8,5,6,2,1,2,1,2,1,1,1,1,57,2915,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,0
63417,Maze Runner: The Death Cure,24167011,1/26/2018,17,19,14,25,14,17,15,18,19,77,83,79,88,67,74,75,87,84,43,51,38,49,39,41,50,47,25,10,19,8,12,6,10,8,11,12,14,24,10,20,9,13,10,20,11,4,8,3,6,3,4,5,5,4,43,3787,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0
63430,Storks,21311407,9/23/2016,25,26,22,25,26,24,25,25,25,74,73,71,75,78,73,74,76,80,43,46,35,48,42,41,41,46,49,6,5,5,10,6,6,4,13,11,16,16,12,23,14,16,12,19,20,4,4,3,6,4,4,5,5,5,62,3922,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,4,0,3
63439,Spider-Man: Into the Spider-Verse,35363376,12/14/2018,25,29,25,23,24,23,33,21,39,90,94,88,90,88,88,91,92,96,48,59,51,48,40,41,64,58,53,10,15,12,9,6,7,14,15,14,22,35,22,22,16,17,33,27,32,5,10,5,6,3,4,10,7,11,97,3813,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,0,0
63444,Fifty Shades Darker,46607250,2/10/2017,26,19,23,30,32,26,23,26,33,89,81,86,92,98,88,91,88,92,30,21,27,37,35,28,36,30,39,9,3,6,13,12,8,9,11,9,10,4,7,16,16,9,12,11,13,6,2,4,10,11,6,7,5,11,9,3710,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,0,1
63445,Fifty Shades Freed,38560195,2/9/2018,19,10,11,28,27,20,16,18,13,87,82,83,90,93,86,88,86,91,30,21,20,37,40,27,41,33,26,10,2,4,17,17,11,5,5,10,16,6,7,24,26,15,23,16,10,6,2,2,12,11,8,4,5,4,11,3768,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1
63446,"Fate of the Furious, The",98786705,4/14/2017,32,34,31,30,31,30,29,35,37,95,92,97,91,97,95,97,96,91,56,65,58,52,50,50,75,60,58,29,35,34,22,22,26,35,37,29,36,47,41,30,27,33,43,38,45,13,17,15,14,9,12,16,14,14,66,4310,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,3,0,1
63456,American Made,16776390,9/29/2017,13,9,14,10,15,14,12,6,19,72,68,77,59,75,73,66,71,72,36,37,40,28,35,36,47,34,31,5,5,6,3,3,4,4,6,6,9,7,11,5,9,9,6,8,6,3,2,5,2,2,4,2,1,1,87,3024,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,3,0,1
63496,Money Monster,14788157,5/13/2016,12,12,13,10,14,12,13,13,17,60,53,71,49,65,60,58,60,59,40,36,41,32,47,37,46,43,36,7,3,9,6,13,9,7,3,7,10,5,12,8,14,10,8,8,12,2,0,2,1,3,1,2,1,1,55,3104,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,1,0
63506,10 Cloverfield Lane,24702752,3/11/2016,15,15,16,14,17,16,17,14,17,64,63,71,56,66,63,61,67,69,38,41,37,38,37,36,49,41,24,5,4,6,5,5,4,6,7,7,11,9,13,10,10,9,10,15,10,3,2,4,2,3,3,4,3,2,90,3391,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1
63551,Barbershop: The Next Cut,20242415,4/15/2016,16,14,16,18,18,12,35,15,18,72,70,75,66,75,65,92,77,74,37,39,31,43,35,26,72,40,21,9,9,11,9,7,4,33,1,9,10,10,11,11,7,5,37,11,8,3,2,3,3,4,0,16,2,1,92,2661,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,0,1
63586,Nine Lives (2016),6249915,8/5/2016,13,12,11,15,13,13,13,13,14,65,62,62,67,69,64,72,60,66,30,26,27,33,32,27,32,34,32,2,1,1,3,2,2,2,0,2,5,5,5,7,7,7,5,5,5,2,2,2,2,2,2,2,3,0,9,2264,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3,1,1
63594,Bad Moms,23817340,7/29/2016,21,16,18,26,26,21,20,22,26,81,72,78,86,90,81,87,79,81,43,38,31,50,50,41,49,43,33,10,7,5,12,17,11,12,2,6,13,10,8,14,20,14,14,9,12,4,2,2,5,7,4,4,4,4,63,3215,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,2,1,0
63604,"Cure for Wellness, A",5004463,2/17/2017,10,10,9,11,9,10,8,9,11,54,52,56,53,54,53,53,57,58,35,37,29,39,33,34,32,36,36,3,2,2,3,2,2,1,2,3,4,3,2,6,4,4,2,7,3,1,2,0,2,1,1,1,1,1,40,2704,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,1,0
63605,Miracles from Heaven,14812393,3/16/2016,12,10,8,14,15,12,10,11,14,62,53,56,66,74,62,65,61,59,35,28,29,39,38,33,38,35,32,4,2,1,4,7,4,2,3,6,6,3,5,6,7,5,6,9,5,1,0,0,1,2,1,0,1,1,53,3047,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,2
63610,John Wick: Chapter 2,30436123,2/10/2017,20,20,26,16,18,20,22,18,21,70,74,84,55,69,69,75,72,69,48,50,56,41,43,44,61,52,45,11,10,16,5,9,8,13,14,11,12,12,21,5,11,10,19,13,15,5,5,9,2,3,5,7,5,4,89,3113,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,0,1
63611,Don't Breathe,26411706,8/26/2016,15,16,10,19,14,13,20,15,15,56,60,52,62,49,51,72,61,43,42,41,39,47,39,38,46,46,45,5,7,4,10,4,6,9,4,3,8,9,5,13,7,8,13,6,5,3,4,2,4,3,3,7,4,4,86,3051,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,2,0,0
63615,Almost Christmas,15134235,11/11/2016,14,12,13,17,14,13,22,11,12,63,66,59,62,66,59,84,61,62,40,43,31,47,39,35,59,39,30,4,4,3,5,5,3,16,1,3,8,8,6,11,7,5,26,6,9,2,1,1,4,3,2,6,1,1,50,2376,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,3,1,0
63620,My All American,1365000,11/13/2015,2,3,2,1,3,3,2,2,3,35,39,41,29,32,36,33,35,32,27,31,27,21,26,26,30,28,16,1,3,1,1,0,1,2,0,1,3,3,4,1,2,3,2,3,3,0,0,1,0,0,0,0,0,0,33,1565,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,3,1,0
63624,Valerian and the City of a Thousand Planets,17007624,7/21/2017,15,13,18,16,13,17,9,14,12,63,64,67,58,60,62,61,64,67,40,47,41,39,34,38,47,42,40,7,8,9,5,5,8,3,5,6,9,12,9,7,7,9,7,9,5,5,6,5,5,4,5,5,3,5,52,3553,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1
